ID,list,item,condition,rating,modal
53131418,4,6,H,NA,would_possibly
53131418,4,7,L,NA,would_possibly
53131418,4,8,HL,NA,would_possibly
53131418,4,9,LH,NA,might_probably
53131418,4,10,H,NA,might_probably
53131418,4,11,L,NA,might_probably
53131418,4,12,HL,NA,might_probably
53131418,4,13,LH,NA,may_certainly
53131418,4,14,H,NA,may_certainly
53131418,4,15,L,NA,may_certainly
53131418,4,16,HL,NA,may_certainly
53131418,4,1,H,NA,must_probably
53131418,4,2,L,NA,must_probably
53131418,4,3,HL,NA,must_probably
53131418,4,4,LH,NA,must_probably
53131418,4,5,H,NA,would_possibly
53131418,4,6,L,NA,would_possibly
53131418,4,7,HL,NA,would_possibly
53131418,4,8,LH,NA,would_possibly
53131418,4,9,H,NA,might_probably
53131418,4,10,L,NA,might_probably
53131418,4,11,HL,NA,might_probably
53131418,4,12,LH,NA,might_probably
53131418,4,13,H,NA,may_certainly
53131418,4,14,L,NA,may_certainly
53131418,4,15,HL,NA,may_certainly
53131418,4,16,LH,NA,may_certainly
53131418,4,1,L,52,must_probably
53131418,4,2,HL,67,must_probably
53131418,4,3,LH,8,must_probably
53131418,4,4,H,94,must_probably
53131418,4,5,L,46,would_possibly
53131418,4,6,HL,44,would_possibly
53131418,4,7,LH,10,would_possibly
53131418,4,8,H,38,would_possibly
53131418,4,9,L,46,might_probably
53131418,4,10,HL,44,might_probably
53131418,4,11,LH,45,might_probably
53131418,4,12,H,58,might_probably
53131418,4,13,L,46,may_certainly
53131418,4,14,HL,95,may_certainly
53131418,4,15,LH,90,may_certainly
53131418,4,16,H,95,may_certainly
91360064,3,1,HL,NA,must_probably
91360064,3,2,LH,NA,must_probably
91360064,3,3,H,NA,must_probably
91360064,3,4,L,NA,must_probably
91360064,3,5,HL,NA,would_possibly
91360064,3,6,LH,NA,would_possibly
91360064,3,7,H,NA,would_possibly
91360064,3,8,L,NA,would_possibly
91360064,3,9,HL,NA,might_probably
91360064,3,10,LH,NA,might_probably
91360064,3,11,H,NA,might_probably
91360064,3,12,L,NA,might_probably
91360064,3,13,HL,NA,may_certainly
91360064,3,14,LH,NA,may_certainly
91360064,3,15,H,NA,may_certainly
91360064,3,16,L,NA,may_certainly
91360064,3,1,LH,NA,must_probably
91360064,3,2,H,NA,must_probably
91360064,3,3,L,NA,must_probably
91360064,3,4,HL,NA,must_probably
91360064,3,5,LH,NA,would_possibly
91360064,3,6,H,NA,would_possibly
91360064,3,7,L,NA,would_possibly
91360064,3,8,HL,NA,would_possibly
91360064,3,9,LH,NA,might_probably
91360064,3,10,H,NA,might_probably
91360064,3,11,L,NA,might_probably
91360064,3,12,HL,NA,might_probably
91360064,3,13,LH,NA,may_certainly
91360064,3,14,H,NA,may_certainly
91360064,3,15,L,NA,may_certainly
91360064,3,16,HL,NA,may_certainly
91360064,3,1,H,39,must_probably
91360064,3,2,L,25,must_probably
91360064,3,3,HL,34,must_probably
91360064,3,4,LH,55,must_probably
91360064,3,5,H,62,would_possibly
91360064,3,6,L,45,would_possibly
91360064,3,7,HL,33,would_possibly
91360064,3,8,LH,59,would_possibly
91360064,3,9,H,50,might_probably
91360064,3,10,L,44,might_probably
91360064,3,11,HL,37,might_probably
91360064,3,12,LH,72,might_probably
91360064,3,13,H,47,may_certainly
91360064,3,14,L,38,may_certainly
91360064,3,15,HL,40,may_certainly
91360064,3,16,LH,56,may_certainly
91360064,3,1,L,NA,must_probably
91360064,3,2,HL,NA,must_probably
91360064,3,3,LH,NA,must_probably
91360064,3,4,H,NA,must_probably
91360064,3,5,L,NA,would_possibly
91360064,3,6,HL,NA,would_possibly
91360064,3,7,LH,NA,would_possibly
91360064,3,8,H,NA,would_possibly
91360064,3,9,L,NA,might_probably
91360064,3,10,HL,NA,might_probably
91360064,3,11,LH,NA,might_probably
91360064,3,12,H,NA,might_probably
91360064,3,13,L,NA,may_certainly
91360064,3,14,HL,NA,may_certainly
91360064,3,15,LH,NA,may_certainly
91360064,3,16,H,NA,may_certainly
7688950,4,1,HL,NA,must_probably
7688950,4,2,LH,NA,must_probably
7688950,4,3,H,NA,must_probably
7688950,4,4,L,NA,must_probably
7688950,4,5,HL,NA,would_possibly
7688950,4,6,LH,NA,would_possibly
7688950,4,7,H,NA,would_possibly
7688950,4,8,L,NA,would_possibly
7688950,4,9,HL,NA,might_probably
7688950,4,10,LH,NA,might_probably
7688950,4,11,H,NA,might_probably
7688950,4,12,L,NA,might_probably
7688950,4,13,HL,NA,may_certainly
7688950,4,14,LH,NA,may_certainly
7688950,4,15,H,NA,may_certainly
7688950,4,16,L,NA,may_certainly
7688950,4,1,LH,NA,must_probably
7688950,4,2,H,NA,must_probably
7688950,4,3,L,NA,must_probably
7688950,4,4,HL,NA,must_probably
7688950,4,5,LH,NA,would_possibly
7688950,4,6,H,NA,would_possibly
7688950,4,7,L,NA,would_possibly
7688950,4,8,HL,NA,would_possibly
7688950,4,9,LH,NA,might_probably
7688950,4,10,H,NA,might_probably
7688950,4,11,L,NA,might_probably
7688950,4,12,HL,NA,might_probably
7688950,4,13,LH,NA,may_certainly
7688950,4,14,H,NA,may_certainly
7688950,4,15,L,NA,may_certainly
7688950,4,16,HL,NA,may_certainly
7688950,4,1,H,NA,must_probably
7688950,4,2,L,NA,must_probably
7688950,4,3,HL,NA,must_probably
7688950,4,4,LH,NA,must_probably
7688950,4,5,H,NA,would_possibly
7688950,4,6,L,NA,would_possibly
7688950,4,7,HL,NA,would_possibly
7688950,4,8,LH,NA,would_possibly
7688950,4,9,H,NA,might_probably
7688950,4,10,L,NA,might_probably
7688950,4,11,HL,NA,might_probably
7688950,4,12,LH,NA,might_probably
7688950,4,13,H,NA,may_certainly
7688950,4,14,L,NA,may_certainly
7688950,4,15,HL,NA,may_certainly
7688950,4,16,LH,NA,may_certainly
7688950,4,1,L,80,must_probably
7688950,4,2,HL,85,must_probably
7688950,4,3,LH,80,must_probably
7688950,4,4,H,85,must_probably
7688950,4,5,L,60,would_possibly
7688950,4,6,HL,75,would_possibly
7688950,4,7,LH,50,would_possibly
7688950,4,8,H,80,would_possibly
7688950,4,9,L,55,might_probably
7688950,4,10,HL,65,might_probably
7688950,4,11,LH,80,might_probably
7688950,4,12,H,90,might_probably
7688950,4,13,L,60,may_certainly
7688950,4,14,HL,95,may_certainly
7688950,4,15,LH,90,may_certainly
7688950,4,16,H,100,may_certainly
37675365,3,1,HL,NA,must_probably
37675365,3,2,LH,NA,must_probably
37675365,3,3,H,NA,must_probably
37675365,3,4,L,NA,must_probably
37675365,3,5,HL,NA,would_possibly
37675365,3,6,LH,NA,would_possibly
37675365,3,7,H,NA,would_possibly
37675365,3,8,L,NA,would_possibly
37675365,3,9,HL,NA,might_probably
37675365,3,10,LH,NA,might_probably
37675365,3,11,H,NA,might_probably
37675365,3,12,L,NA,might_probably
37675365,3,13,HL,NA,may_certainly
37675365,3,14,LH,NA,may_certainly
37675365,3,15,H,NA,may_certainly
37675365,3,16,L,NA,may_certainly
37675365,3,1,LH,NA,must_probably
37675365,3,2,H,NA,must_probably
37675365,3,3,L,NA,must_probably
37675365,3,4,HL,NA,must_probably
37675365,3,5,LH,NA,would_possibly
37675365,3,6,H,NA,would_possibly
37675365,3,7,L,NA,would_possibly
37675365,3,8,HL,NA,would_possibly
37675365,3,9,LH,NA,might_probably
37675365,3,10,H,NA,might_probably
37675365,3,11,L,NA,might_probably
37675365,3,12,HL,NA,might_probably
37675365,3,13,LH,NA,may_certainly
37675365,3,14,H,NA,may_certainly
37675365,3,15,L,NA,may_certainly
37675365,3,16,HL,NA,may_certainly
37675365,3,1,H,53,must_probably
37675365,3,2,L,56,must_probably
37675365,3,3,HL,58,must_probably
37675365,3,4,LH,58,must_probably
37675365,3,5,H,60,would_possibly
37675365,3,6,L,71,would_possibly
37675365,3,7,HL,64,would_possibly
37675365,3,8,LH,60,would_possibly
37675365,3,9,H,66,might_probably
37675365,3,10,L,66,might_probably
37675365,3,11,HL,63,might_probably
37675365,3,12,LH,54,might_probably
37675365,3,13,H,NA,may_certainly
37675365,3,14,L,38,may_certainly
37675365,3,15,HL,67,may_certainly
37675365,3,16,LH,54,may_certainly
37675365,3,1,L,NA,must_probably
37675365,3,2,HL,NA,must_probably
37675365,3,3,LH,NA,must_probably
37675365,3,4,H,NA,must_probably
37675365,3,5,L,NA,would_possibly
37675365,3,6,HL,NA,would_possibly
37675365,3,7,LH,NA,would_possibly
37675365,3,8,H,NA,would_possibly
37675365,3,9,L,NA,might_probably
37675365,3,10,HL,NA,might_probably
37675365,3,11,LH,NA,might_probably
37675365,3,12,H,NA,might_probably
37675365,3,13,L,NA,may_certainly
37675365,3,14,HL,NA,may_certainly
37675365,3,15,LH,NA,may_certainly
37675365,3,16,H,NA,may_certainly
7235477,3,1,HL,NA,must_probably
7235477,3,2,LH,NA,must_probably
7235477,3,3,H,NA,must_probably
7235477,3,4,L,NA,must_probably
7235477,3,5,HL,NA,would_possibly
7235477,3,6,LH,NA,would_possibly
7235477,3,7,H,NA,would_possibly
7235477,3,8,L,NA,would_possibly
7235477,3,9,HL,NA,might_probably
7235477,3,10,LH,NA,might_probably
7235477,3,11,H,NA,might_probably
7235477,3,12,L,NA,might_probably
7235477,3,13,HL,NA,may_certainly
7235477,3,14,LH,NA,may_certainly
7235477,3,15,H,NA,may_certainly
7235477,3,16,L,NA,may_certainly
7235477,3,1,LH,NA,must_probably
7235477,3,2,H,NA,must_probably
7235477,3,3,L,NA,must_probably
7235477,3,4,HL,NA,must_probably
7235477,3,5,LH,NA,would_possibly
7235477,3,6,H,NA,would_possibly
7235477,3,7,L,NA,would_possibly
7235477,3,8,HL,NA,would_possibly
7235477,3,9,LH,NA,might_probably
7235477,3,10,H,NA,might_probably
7235477,3,11,L,NA,might_probably
7235477,3,12,HL,NA,might_probably
7235477,3,13,LH,NA,may_certainly
7235477,3,14,H,NA,may_certainly
7235477,3,15,L,NA,may_certainly
7235477,3,16,HL,NA,may_certainly
7235477,3,1,H,70,must_probably
7235477,3,2,L,62,must_probably
7235477,3,3,HL,52,must_probably
7235477,3,4,LH,61,must_probably
7235477,3,5,H,86,would_possibly
7235477,3,6,L,75,would_possibly
7235477,3,7,HL,64,would_possibly
7235477,3,8,LH,50,would_possibly
7235477,3,9,H,53,might_probably
7235477,3,10,L,38,might_probably
7235477,3,11,HL,57,might_probably
7235477,3,12,LH,43,might_probably
7235477,3,13,H,62,may_certainly
7235477,3,14,L,53,may_certainly
7235477,3,15,HL,54,may_certainly
7235477,3,16,LH,79,may_certainly
7235477,3,1,L,NA,must_probably
7235477,3,2,HL,NA,must_probably
7235477,3,3,LH,NA,must_probably
7235477,3,4,H,NA,must_probably
7235477,3,5,L,NA,would_possibly
7235477,3,6,HL,NA,would_possibly
7235477,3,7,LH,NA,would_possibly
7235477,3,8,H,NA,would_possibly
7235477,3,9,L,NA,might_probably
7235477,3,10,HL,NA,might_probably
7235477,3,11,LH,NA,might_probably
7235477,3,12,H,NA,might_probably
7235477,3,13,L,NA,may_certainly
7235477,3,14,HL,NA,may_certainly
7235477,3,15,LH,NA,may_certainly
7235477,3,16,H,NA,may_certainly
82363100,2,1,HL,NA,must_probably
82363100,2,2,LH,NA,must_probably
82363100,2,3,H,NA,must_probably
82363100,2,4,L,NA,must_probably
82363100,2,5,HL,NA,would_possibly
82363100,2,6,LH,NA,would_possibly
82363100,2,7,H,NA,would_possibly
82363100,2,8,L,NA,would_possibly
82363100,2,9,HL,NA,might_probably
82363100,2,10,LH,NA,might_probably
82363100,2,11,H,NA,might_probably
82363100,2,12,L,NA,might_probably
82363100,2,13,HL,NA,may_certainly
82363100,2,14,LH,NA,may_certainly
82363100,2,15,H,NA,may_certainly
82363100,2,16,L,NA,may_certainly
82363100,2,1,LH,10,must_probably
82363100,2,2,H,69,must_probably
82363100,2,3,L,30,must_probably
82363100,2,4,HL,20,must_probably
82363100,2,5,LH,30,would_possibly
82363100,2,6,H,100,would_possibly
82363100,2,7,L,50,would_possibly
82363100,2,8,HL,50,would_possibly
82363100,2,9,LH,50,might_probably
82363100,2,10,H,70,might_probably
82363100,2,11,L,60,might_probably
82363100,2,12,HL,80,might_probably
82363100,2,13,LH,60,may_certainly
82363100,2,14,H,30,may_certainly
82363100,2,15,L,30,may_certainly
82363100,2,16,HL,75,may_certainly
82363100,2,1,H,NA,must_probably
82363100,2,2,L,NA,must_probably
82363100,2,3,HL,NA,must_probably
82363100,2,4,LH,NA,must_probably
82363100,2,5,H,NA,would_possibly
82363100,2,6,L,NA,would_possibly
82363100,2,7,HL,NA,would_possibly
82363100,2,8,LH,NA,would_possibly
82363100,2,9,H,NA,might_probably
82363100,2,10,L,NA,might_probably
82363100,2,11,HL,NA,might_probably
82363100,2,12,LH,NA,might_probably
82363100,2,13,H,NA,may_certainly
82363100,2,14,L,NA,may_certainly
82363100,2,15,HL,NA,may_certainly
82363100,2,16,LH,NA,may_certainly
82363100,2,1,L,NA,must_probably
82363100,2,2,HL,NA,must_probably
82363100,2,3,LH,NA,must_probably
82363100,2,4,H,NA,must_probably
82363100,2,5,L,NA,would_possibly
82363100,2,6,HL,NA,would_possibly
82363100,2,7,LH,NA,would_possibly
82363100,2,8,H,NA,would_possibly
82363100,2,9,L,NA,might_probably
82363100,2,10,HL,NA,might_probably
82363100,2,11,LH,NA,might_probably
82363100,2,12,H,NA,might_probably
82363100,2,13,L,NA,may_certainly
82363100,2,14,HL,NA,may_certainly
82363100,2,15,LH,NA,may_certainly
82363100,2,16,H,NA,may_certainly
97241613,1,1,HL,81,must_probably
97241613,1,2,LH,86,must_probably
97241613,1,3,H,91,must_probably
97241613,1,4,L,81,must_probably
97241613,1,5,HL,66,would_possibly
97241613,1,6,LH,76,would_possibly
97241613,1,7,H,95,would_possibly
97241613,1,8,L,76,would_possibly
97241613,1,9,HL,81,might_probably
97241613,1,10,LH,85,might_probably
97241613,1,11,H,81,might_probably
97241613,1,12,L,70,might_probably
97241613,1,13,HL,71,may_certainly
97241613,1,14,LH,86,may_certainly
97241613,1,15,H,95,may_certainly
97241613,1,16,L,71,may_certainly
97241613,1,1,LH,NA,must_probably
97241613,1,2,H,NA,must_probably
97241613,1,3,L,NA,must_probably
97241613,1,4,HL,NA,must_probably
97241613,1,5,LH,NA,would_possibly
97241613,1,6,H,NA,would_possibly
97241613,1,7,L,NA,would_possibly
97241613,1,8,HL,NA,would_possibly
97241613,1,9,LH,NA,might_probably
97241613,1,10,H,NA,might_probably
97241613,1,11,L,NA,might_probably
97241613,1,12,HL,NA,might_probably
97241613,1,13,LH,NA,may_certainly
97241613,1,14,H,NA,may_certainly
97241613,1,15,L,NA,may_certainly
97241613,1,16,HL,NA,may_certainly
97241613,1,1,H,NA,must_probably
97241613,1,2,L,NA,must_probably
97241613,1,3,HL,NA,must_probably
97241613,1,4,LH,NA,must_probably
97241613,1,5,H,NA,would_possibly
97241613,1,6,L,NA,would_possibly
97241613,1,7,HL,NA,would_possibly
97241613,1,8,LH,NA,would_possibly
97241613,1,9,H,NA,might_probably
97241613,1,10,L,NA,might_probably
97241613,1,11,HL,NA,might_probably
97241613,1,12,LH,NA,might_probably
97241613,1,13,H,NA,may_certainly
97241613,1,14,L,NA,may_certainly
97241613,1,15,HL,NA,may_certainly
97241613,1,16,LH,NA,may_certainly
97241613,1,1,L,NA,must_probably
97241613,1,2,HL,NA,must_probably
97241613,1,3,LH,NA,must_probably
97241613,1,4,H,NA,must_probably
97241613,1,5,L,NA,would_possibly
97241613,1,6,HL,NA,would_possibly
97241613,1,7,LH,NA,would_possibly
97241613,1,8,H,NA,would_possibly
97241613,1,9,L,NA,might_probably
97241613,1,10,HL,NA,might_probably
97241613,1,11,LH,NA,might_probably
97241613,1,12,H,NA,might_probably
97241613,1,13,L,NA,may_certainly
97241613,1,14,HL,NA,may_certainly
97241613,1,15,LH,NA,may_certainly
97241613,1,16,H,NA,may_certainly
58731379,1,1,HL,90,must_probably
58731379,1,2,LH,95,must_probably
58731379,1,3,H,91,must_probably
58731379,1,4,L,65,must_probably
58731379,1,5,HL,20,would_possibly
58731379,1,6,LH,81,would_possibly
58731379,1,7,H,50,would_possibly
58731379,1,8,L,40,would_possibly
58731379,1,9,HL,80,might_probably
58731379,1,10,LH,90,might_probably
58731379,1,11,H,3,might_probably
58731379,1,12,L,4,might_probably
58731379,1,13,HL,95,may_certainly
58731379,1,14,LH,80,may_certainly
58731379,1,15,H,96,may_certainly
58731379,1,16,L,70,may_certainly
58731379,1,1,LH,NA,must_probably
58731379,1,2,H,NA,must_probably
58731379,1,3,L,NA,must_probably
58731379,1,4,HL,NA,must_probably
58731379,1,5,LH,NA,would_possibly
58731379,1,6,H,NA,would_possibly
58731379,1,7,L,NA,would_possibly
58731379,1,8,HL,NA,would_possibly
58731379,1,9,LH,NA,might_probably
58731379,1,10,H,NA,might_probably
58731379,1,11,L,NA,might_probably
58731379,1,12,HL,NA,might_probably
58731379,1,13,LH,NA,may_certainly
58731379,1,14,H,NA,may_certainly
58731379,1,15,L,NA,may_certainly
58731379,1,16,HL,NA,may_certainly
58731379,1,1,H,NA,must_probably
58731379,1,2,L,NA,must_probably
58731379,1,3,HL,NA,must_probably
58731379,1,4,LH,NA,must_probably
58731379,1,5,H,NA,would_possibly
58731379,1,6,L,NA,would_possibly
58731379,1,7,HL,NA,would_possibly
58731379,1,8,LH,NA,would_possibly
58731379,1,9,H,NA,might_probably
58731379,1,10,L,NA,might_probably
58731379,1,11,HL,NA,might_probably
58731379,1,12,LH,NA,might_probably
58731379,1,13,H,NA,may_certainly
58731379,1,14,L,NA,may_certainly
58731379,1,15,HL,NA,may_certainly
58731379,1,16,LH,NA,may_certainly
58731379,1,1,L,NA,must_probably
58731379,1,2,HL,NA,must_probably
58731379,1,3,LH,NA,must_probably
58731379,1,4,H,NA,must_probably
58731379,1,5,L,NA,would_possibly
58731379,1,6,HL,NA,would_possibly
58731379,1,7,LH,NA,would_possibly
58731379,1,8,H,NA,would_possibly
58731379,1,9,L,NA,might_probably
58731379,1,10,HL,NA,might_probably
58731379,1,11,LH,NA,might_probably
58731379,1,12,H,NA,might_probably
58731379,1,13,L,NA,may_certainly
58731379,1,14,HL,NA,may_certainly
58731379,1,15,LH,NA,may_certainly
58731379,1,16,H,NA,may_certainly
45593814,4,1,HL,NA,must_probably
45593814,4,2,LH,NA,must_probably
45593814,4,3,H,NA,must_probably
45593814,4,4,L,NA,must_probably
45593814,4,5,HL,NA,would_possibly
45593814,4,6,LH,NA,would_possibly
45593814,4,7,H,NA,would_possibly
45593814,4,8,L,NA,would_possibly
45593814,4,9,HL,NA,might_probably
45593814,4,10,LH,NA,might_probably
45593814,4,11,H,NA,might_probably
45593814,4,12,L,NA,might_probably
45593814,4,13,HL,NA,may_certainly
45593814,4,14,LH,NA,may_certainly
45593814,4,15,H,NA,may_certainly
45593814,4,16,L,NA,may_certainly
45593814,4,1,LH,NA,must_probably
45593814,4,2,H,NA,must_probably
45593814,4,3,L,NA,must_probably
45593814,4,4,HL,NA,must_probably
45593814,4,5,LH,NA,would_possibly
45593814,4,6,H,NA,would_possibly
45593814,4,7,L,NA,would_possibly
45593814,4,8,HL,NA,would_possibly
45593814,4,9,LH,NA,might_probably
45593814,4,10,H,NA,might_probably
45593814,4,11,L,NA,might_probably
45593814,4,12,HL,NA,might_probably
45593814,4,13,LH,NA,may_certainly
45593814,4,14,H,NA,may_certainly
45593814,4,15,L,NA,may_certainly
45593814,4,16,HL,NA,may_certainly
45593814,4,1,H,NA,must_probably
45593814,4,2,L,NA,must_probably
45593814,4,3,HL,NA,must_probably
45593814,4,4,LH,NA,must_probably
45593814,4,5,H,NA,would_possibly
45593814,4,6,L,NA,would_possibly
45593814,4,7,HL,NA,would_possibly
45593814,4,8,LH,NA,would_possibly
45593814,4,9,H,NA,might_probably
45593814,4,10,L,NA,might_probably
45593814,4,11,HL,NA,might_probably
45593814,4,12,LH,NA,might_probably
45593814,4,13,H,NA,may_certainly
45593814,4,14,L,NA,may_certainly
45593814,4,15,HL,NA,may_certainly
45593814,4,16,LH,NA,may_certainly
45593814,4,1,L,62,must_probably
45593814,4,2,HL,76,must_probably
45593814,4,3,LH,61,must_probably
45593814,4,4,H,51,must_probably
45593814,4,5,L,60,would_possibly
45593814,4,6,HL,61,would_possibly
45593814,4,7,LH,85,would_possibly
45593814,4,8,H,71,would_possibly
45593814,4,9,L,76,might_probably
45593814,4,10,HL,69,might_probably
45593814,4,11,LH,85,might_probably
45593814,4,12,H,75,might_probably
45593814,4,13,L,61,may_certainly
45593814,4,14,HL,98,may_certainly
45593814,4,15,LH,69,may_certainly
45593814,4,16,H,100,may_certainly
28938917,1,1,HL,49,must_probably
28938917,1,2,LH,75,must_probably
28938917,1,3,H,50,must_probably
28938917,1,4,L,19,must_probably
28938917,1,5,HL,45,would_possibly
28938917,1,6,LH,51,would_possibly
28938917,1,7,H,79,would_possibly
28938917,1,8,L,13,would_possibly
28938917,1,9,HL,76,might_probably
28938917,1,10,LH,90,might_probably
28938917,1,11,H,87,might_probably
28938917,1,12,L,21,might_probably
28938917,1,13,HL,52,may_certainly
28938917,1,14,LH,75,may_certainly
28938917,1,15,H,3,may_certainly
28938917,1,16,L,11,may_certainly
28938917,1,1,LH,NA,must_probably
28938917,1,2,H,NA,must_probably
28938917,1,3,L,NA,must_probably
28938917,1,4,HL,NA,must_probably
28938917,1,5,LH,NA,would_possibly
28938917,1,6,H,NA,would_possibly
28938917,1,7,L,NA,would_possibly
28938917,1,8,HL,NA,would_possibly
28938917,1,9,LH,NA,might_probably
28938917,1,10,H,NA,might_probably
28938917,1,11,L,NA,might_probably
28938917,1,12,HL,NA,might_probably
28938917,1,13,LH,NA,may_certainly
28938917,1,14,H,NA,may_certainly
28938917,1,15,L,NA,may_certainly
28938917,1,16,HL,NA,may_certainly
28938917,1,1,H,NA,must_probably
28938917,1,2,L,NA,must_probably
28938917,1,3,HL,NA,must_probably
28938917,1,4,LH,NA,must_probably
28938917,1,5,H,NA,would_possibly
28938917,1,6,L,NA,would_possibly
28938917,1,7,HL,NA,would_possibly
28938917,1,8,LH,NA,would_possibly
28938917,1,9,H,NA,might_probably
28938917,1,10,L,NA,might_probably
28938917,1,11,HL,NA,might_probably
28938917,1,12,LH,NA,might_probably
28938917,1,13,H,NA,may_certainly
28938917,1,14,L,NA,may_certainly
28938917,1,15,HL,NA,may_certainly
28938917,1,16,LH,NA,may_certainly
28938917,1,1,L,NA,must_probably
28938917,1,2,HL,NA,must_probably
28938917,1,3,LH,NA,must_probably
28938917,1,4,H,NA,must_probably
28938917,1,5,L,NA,would_possibly
28938917,1,6,HL,NA,would_possibly
28938917,1,7,LH,NA,would_possibly
28938917,1,8,H,NA,would_possibly
28938917,1,9,L,NA,might_probably
28938917,1,10,HL,NA,might_probably
28938917,1,11,LH,NA,might_probably
28938917,1,12,H,NA,might_probably
28938917,1,13,L,NA,may_certainly
28938917,1,14,HL,NA,may_certainly
28938917,1,15,LH,NA,may_certainly
28938917,1,16,H,NA,may_certainly
22356215,1,1,HL,82,must_probably
22356215,1,2,LH,40,must_probably
22356215,1,3,H,52,must_probably
22356215,1,4,L,71,must_probably
22356215,1,5,HL,55,would_possibly
22356215,1,6,LH,37,would_possibly
22356215,1,7,H,61,would_possibly
22356215,1,8,L,76,would_possibly
22356215,1,9,HL,61,might_probably
22356215,1,10,LH,78,might_probably
22356215,1,11,H,38,might_probably
22356215,1,12,L,47,might_probably
22356215,1,13,HL,35,may_certainly
22356215,1,14,LH,63,may_certainly
22356215,1,15,H,55,may_certainly
22356215,1,16,L,47,may_certainly
22356215,1,1,LH,NA,must_probably
22356215,1,2,H,NA,must_probably
22356215,1,3,L,NA,must_probably
22356215,1,4,HL,NA,must_probably
22356215,1,5,LH,NA,would_possibly
22356215,1,6,H,NA,would_possibly
22356215,1,7,L,NA,would_possibly
22356215,1,8,HL,NA,would_possibly
22356215,1,9,LH,NA,might_probably
22356215,1,10,H,NA,might_probably
22356215,1,11,L,NA,might_probably
22356215,1,12,HL,NA,might_probably
22356215,1,13,LH,NA,may_certainly
22356215,1,14,H,NA,may_certainly
22356215,1,15,L,NA,may_certainly
22356215,1,16,HL,NA,may_certainly
22356215,1,1,H,NA,must_probably
22356215,1,2,L,NA,must_probably
22356215,1,3,HL,NA,must_probably
22356215,1,4,LH,NA,must_probably
22356215,1,5,H,NA,would_possibly
22356215,1,6,L,NA,would_possibly
22356215,1,7,HL,NA,would_possibly
22356215,1,8,LH,NA,would_possibly
22356215,1,9,H,NA,might_probably
22356215,1,10,L,NA,might_probably
22356215,1,11,HL,NA,might_probably
22356215,1,12,LH,NA,might_probably
22356215,1,13,H,NA,may_certainly
22356215,1,14,L,NA,may_certainly
22356215,1,15,HL,NA,may_certainly
22356215,1,16,LH,NA,may_certainly
22356215,1,1,L,NA,must_probably
22356215,1,2,HL,NA,must_probably
22356215,1,3,LH,NA,must_probably
22356215,1,4,H,NA,must_probably
22356215,1,5,L,NA,would_possibly
22356215,1,6,HL,NA,would_possibly
22356215,1,7,LH,NA,would_possibly
22356215,1,8,H,NA,would_possibly
22356215,1,9,L,NA,might_probably
22356215,1,10,HL,NA,might_probably
22356215,1,11,LH,NA,might_probably
22356215,1,12,H,NA,might_probably
22356215,1,13,L,NA,may_certainly
22356215,1,14,HL,NA,may_certainly
22356215,1,15,LH,NA,may_certainly
22356215,1,16,H,NA,may_certainly
62489254,3,1,HL,NA,must_probably
62489254,3,2,LH,NA,must_probably
62489254,3,3,H,NA,must_probably
62489254,3,4,L,NA,must_probably
62489254,3,5,HL,NA,would_possibly
62489254,3,6,LH,NA,would_possibly
62489254,3,7,H,NA,would_possibly
62489254,3,8,L,NA,would_possibly
62489254,3,9,HL,NA,might_probably
62489254,3,10,LH,NA,might_probably
62489254,3,11,H,NA,might_probably
62489254,3,12,L,NA,might_probably
62489254,3,13,HL,NA,may_certainly
62489254,3,14,LH,NA,may_certainly
62489254,3,15,H,NA,may_certainly
62489254,3,16,L,NA,may_certainly
62489254,3,1,LH,NA,must_probably
62489254,3,2,H,NA,must_probably
62489254,3,3,L,NA,must_probably
62489254,3,4,HL,NA,must_probably
62489254,3,5,LH,NA,would_possibly
62489254,3,6,H,NA,would_possibly
62489254,3,7,L,NA,would_possibly
62489254,3,8,HL,NA,would_possibly
62489254,3,9,LH,NA,might_probably
62489254,3,10,H,NA,might_probably
62489254,3,11,L,NA,might_probably
62489254,3,12,HL,NA,might_probably
62489254,3,13,LH,NA,may_certainly
62489254,3,14,H,NA,may_certainly
62489254,3,15,L,NA,may_certainly
62489254,3,16,HL,NA,may_certainly
62489254,3,1,H,50,must_probably
62489254,3,2,L,50,must_probably
62489254,3,3,HL,50,must_probably
62489254,3,4,LH,50,must_probably
62489254,3,5,H,75,would_possibly
62489254,3,6,L,50,would_possibly
62489254,3,7,HL,50,would_possibly
62489254,3,8,LH,25,would_possibly
62489254,3,9,H,75,might_probably
62489254,3,10,L,75,might_probably
62489254,3,11,HL,25,might_probably
62489254,3,12,LH,50,might_probably
62489254,3,13,H,10,may_certainly
62489254,3,14,L,50,may_certainly
62489254,3,15,HL,50,may_certainly
62489254,3,16,LH,25,may_certainly
62489254,3,1,L,NA,must_probably
62489254,3,2,HL,NA,must_probably
62489254,3,3,LH,NA,must_probably
62489254,3,4,H,NA,must_probably
62489254,3,5,L,NA,would_possibly
62489254,3,6,HL,NA,would_possibly
62489254,3,7,LH,NA,would_possibly
62489254,3,8,H,NA,would_possibly
62489254,3,9,L,NA,might_probably
62489254,3,10,HL,NA,might_probably
62489254,3,11,LH,NA,might_probably
62489254,3,12,H,NA,might_probably
62489254,3,13,L,NA,may_certainly
62489254,3,14,HL,NA,may_certainly
62489254,3,15,LH,NA,may_certainly
